tarjeta_id,cliente_id,tipo_tarjeta,limite_credito,fecha_emision,activa
T01002,C0470,Amex Crédito,560000,2019-06-10,1
T01003,C0471,Visa Débito,0,2010-05-17,1
T01004,C0471,Amex Crédito,6910000,2016-08-31,1
T01005,C0471,Visa Crédito,9970000,2018-02-19,1
T01006,C0472,Visa Débito,0,2024-11-27,0
T01007,C0472,Mastercard Crédito,700000,2024-11-05,0
T01008,C0473,Visa Débito,0,2022-05-06,1
T01009,C0474,Visa Débito,0,2024-07-13,0
T01010,C0474,Visa Crédito,150000,2024-09-20,1
T01011,C0475,Visa Débito,0,2024-05-26,0
T01012,C0475,Mastercard Crédito,210000,2024-06-18,0
T01013,C0476,Visa Débito,0,2017-02-02,0
T01014,C0476,Mastercard Crédito,8700000,2019-04-03,1
T01015,C0476,Visa Crédito,5760000,2021-12-16,1
T01016,C0477,Visa Débito,0,2016-04-15,1
T01017,C0477,Amex Crédito,13300000,2017-07-26,1
T01018,C0478,Visa Débito,0,2021-08-10,0
T01019,C0478,Mastercard Crédito,500000,2020-03-08,0
T01020,C0480,Visa Débito,0,2022-06-09,1
T01021,C0480,Mastercard Crédito,740000,2023-08-11,1
T01022,C0481,Visa Débito,0,2022-07-02,0
T01023,C0481,Visa Crédito,2060000,2024-10-21,1
T01024,C0481,Amex Crédito,3620000,2022-04-29,1
T01025,C0482,Visa Débito,0,2024-03-15,1
T01026,C0483,Visa Débito,0,2023-10-20,0
T01027,C0483,Mastercard Crédito,730000,2020-04-27,0
T01028,C0484,Visa Débito,0,2021-09-24,0
T01029,C0484,Visa Crédito,670000,2022-03-07,1
T01030,C0484,Mastercard Crédito,830000,2021-12-13,1
T01031,C0485,Visa Débito,0,2024-08-12,1
T01032,C0485,Mastercard Crédito,110000,2024-09-16,0
T01033,C0486,Visa Débito,0,2022-03-09,0
T01034,C0486,Mastercard Crédito,2960000,2021-05-16,1
T01035,C0486,Amex Crédito,4800000,2023-05-05,1
T01036,C0487,Visa Débito,0,2023-10-01,1
T01037,C0487,Visa Crédito,2290000,2023-06-08,1
T01038,C0488,Visa Débito,0,2022-03-27,1
T01039,C0489,Visa Débito,0,2022-05-06,0
T01040,C0489,Mastercard Crédito,60000,2024-01-26,0
T01041,C0490,Visa Débito,0,2024-08-15,1
T01042,C0490,Visa Crédito,110000,2023-10-28,1
T01043,C0491,Visa Débito,0,2024-11-14,1
T01044,C0491,Mastercard Crédito,8050000,2024-11-11,1
T01045,C0492,Visa Débito,0,2023-08-19,1
T01046,C0492,Visa Crédito,5990000,2023-01-05,0
T01047,C0492,Mastercard Crédito,5790000,2023-08-26,0
T01048,C0492,Amex Crédito,8720000,2024-05-05,0
T01049,C0493,Visa Débito,0,2024-11-25,0
T01050,C0493,Visa Crédito,340000,2024-11-17,0
T01051,C0493,Mastercard Crédito,250000,2024-09-25,0
T01052,C0494,Visa Débito,0,2024-11-22,1
T01053,C0495,Visa Débito,0,2023-07-01,1
T01054,C0496,Visa Débito,0,2024-11-25,1
T01055,C0497,Visa Débito,0,2022-03-06,1
T01056,C0497,Visa Crédito,320000,2024-03-10,1
T01057,C0498,Visa Débito,0,2020-05-06,1
T01058,C0498,Visa Crédito,540000,2021-12-19,1
T01059,C0499,Visa Débito,0,2019-10-17,1
T01060,C0499,Mastercard Crédito,2740000,2020-07-04,1
T01061,C0499,Visa Crédito,3680000,2022-12-02,1
T01062,C0499,Amex Crédito,2220000,2019-08-14,1
T01063,C0500,Visa Débito,0,2022-06-08,1
T01064,C0500,Mastercard Crédito,6160000,2023-08-24,1
T01065,C0501,Visa Débito,0,2021-05-31,1
T01066,C0501,Mastercard Crédito,2520000,2021-01-03,1
T01067,C0501,Amex Crédito,1170000,2022-08-15,1
T01068,C0501,Visa Crédito,1050000,2023-11-08,1
T01069,C0502,Visa Débito,0,2024-07-05,1
T01070,C0502,Mastercard Crédito,1980000,2022-12-26,1
T01071,C0502,Visa Crédito,2080000,2020-11-20,1
T01072,C0503,Visa Débito,0,2020-04-26,1
T01073,C0504,Visa Débito,0,2021-04-05,1
T01074,C0504,Amex Crédito,920000,2020-06-13,1
T01075,C0504,Mastercard Crédito,630000,2017-10-06,1
T01076,C0505,Visa Débito,0,2022-05-05,1
T01077,C0505,Amex Crédito,660000,2018-05-28,1
T01078,C0506,Visa Débito,0,2024-06-01,1
T01079,C0507,Visa Débito,0,2020-09-27,1
T01080,C0507,Visa Crédito,1000000,2019-02-14,1
T01081,C0507,Mastercard Crédito,520000,2021-06-12,1
T01082,C0508,Visa Débito,0,2021-11-03,1
T01083,C0509,Visa Débito,0,2022-09-15,1
T01084,C0511,Visa Débito,0,2019-08-19,1
T01085,C0511,Mastercard Crédito,2470000,2021-07-28,1
T01086,C0511,Visa Crédito,3660000,2024-01-23,0
T01087,C0511,Amex Crédito,4220000,2022-05-14,1
T01088,C0512,Visa Débito,0,2013-01-27,1
T01089,C0512,Visa Crédito,330000,2024-08-02,1
T01090,C0512,Mastercard Crédito,260000,2013-07-26,1
T01091,C0513,Visa Débito,0,2017-01-27,1
T01092,C0513,Visa Crédito,5720000,2004-09-19,1
T01093,C0513,Mastercard Crédito,5230000,2013-03-27,1
T01094,C0514,Visa Débito,0,2024-10-29,1
T01095,C0514,Visa Crédito,560000,2024-10-30,1
T01096,C0514,Mastercard Crédito,700000,2024-11-09,1
T01097,C0515,Visa Débito,0,2024-04-22,1
T01098,C0515,Visa Crédito,880000,2022-12-26,1
T01099,C0515,Amex Crédito,710000,2023-11-12,1
T01100,C0516,Visa Débito,0,2024-11-01,1
T01101,C0516,Visa Crédito,7650000,2024-11-17,1
T01102,C0516,Mastercard Crédito,5140000,2024-11-16,1
T01103,C0517,Visa Débito,0,2019-11-19,1
T01104,C0517,Visa Crédito,1500000,2023-08-28,1
T01105,C0517,Mastercard Crédito,2960000,2020-10-02,1
T01106,C0517,Amex Crédito,3840000,2022-05-25,1
T01107,C0518,Visa Débito,0,2009-07-17,1
T01108,C0518,Visa Crédito,2260000,2024-02-17,1
T01109,C0518,Mastercard Crédito,2710000,2012-07-14,1
T01110,C0518,Amex Crédito,1770000,2019-07-31,1
T01111,C0519,Visa Débito,0,2024-10-06,1
T01112,C0519,Mastercard Crédito,3510000,2024-11-19,1
T01113,C0519,Amex Crédito,3660000,2024-10-25,1
T01114,C0519,Visa Crédito,4490000,2024-10-12,1
T01115,C0520,Visa Débito,0,2015-06-14,1
T01116,C0520,Visa Crédito,6330000,2018-01-08,1
T01117,C0520,Mastercard Crédito,3540000,2015-04-25,1
T01118,C0521,Visa Débito,0,2024-05-20,1
T01119,C0521,Visa Crédito,450000,2024-02-16,1
T01120,C0522,Visa Débito,0,2024-10-06,1
T01121,C0522,Mastercard Crédito,1040000,2024-11-19,1
T01122,C0523,Visa Débito,0,2019-07-20,1
T01123,C0523,Mastercard Crédito,700000,2024-08-13,1
T01124,C0523,Visa Crédito,540000,2023-04-19,1
T01125,C0524,Visa Débito,0,2024-09-26,1
T01126,C0524,Amex Crédito,3860000,2024-09-05,1
T01127,C0524,Visa Crédito,5690000,2024-10-02,1
T01128,C0524,Mastercard Crédito,6820000,2024-11-23,1
T01129,C0525,Visa Débito,0,2023-12-05,1
T01130,C0525,Visa Crédito,490000,2024-05-21,1
T01131,C0525,Mastercard Crédito,740000,2022-12-05,1
T01132,C0526,Visa Débito,0,2023-07-05,1
T01133,C0526,Mastercard Crédito,1960000,2022-03-03,1
T01134,C0527,Visa Débito,0,2023-04-29,1
T01135,C0528,Visa Débito,0,2023-07-14,1
T01136,C0528,Visa Crédito,620000,2022-06-04,1
T01137,C0528,Mastercard Crédito,690000,2024-04-14,1
T01138,C0529,Visa Débito,0,2024-07-05,1
T01139,C0529,Mastercard Crédito,230000,2023-09-27,1
T01140,C0530,Visa Débito,0,2015-10-02,1
T01141,C0530,Visa Crédito,3500000,2021-09-27,1
T01142,C0531,Visa Débito,0,2023-04-25,1
T01143,C0531,Mastercard Crédito,9690000,2021-11-24,1
T01144,C0532,Visa Débito,0,2023-02-17,1
T01145,C0532,Amex Crédito,480000,2021-07-28,1
T01146,C0533,Visa Débito,0,2024-08-08,1
T01147,C0534,Visa Débito,0,2022-06-28,1
T01148,C0534,Amex Crédito,960000,2022-03-10,1
T01149,C0536,Visa Débito,0,2024-08-18,1
T01150,C0536,Visa Crédito,440000,2024-10-28,1
T01151,C0536,Mastercard Crédito,1260000,2024-09-03,1
T01152,C0537,Visa Débito,0,2022-09-05,1
T01153,C0538,Visa Débito,0,2021-06-09,1
T01154,C0538,Mastercard Crédito,560000,2024-07-14,1
T01155,C0539,Visa Débito,0,2014-12-09,1
T01156,C0540,Visa Débito,0,2024-02-23,1
T01157,C0540,Mastercard Crédito,950000,2024-08-05,1
T01158,C0540,Visa Crédito,1200000,2024-04-08,1
T01159,C0541,Visa Débito,0,2024-09-12,0
T01160,C0542,Visa Débito,0,2024-11-29,0
T01161,C0542,Visa Crédito,200000,2024-11-27,0
T01162,C0543,Visa Débito,0,2024-10-06,0
T01163,C0544,Visa Débito,0,2022-04-30,1
T01164,C0544,Mastercard Crédito,310000,2022-06-12,1
T01165,C0545,Visa Débito,0,2019-10-15,1
T01166,C0545,Visa Crédito,4000000,2022-11-20,1
T01167,C0546,Visa Débito,0,2023-10-01,0
T01168,C0546,Mastercard Crédito,450000,2024-05-16,0
T01169,C0547,Visa Débito,0,2024-08-07,1
T01170,C0547,Mastercard Crédito,1480000,2024-05-07,1
T01171,C0547,Visa Crédito,1730000,2021-04-18,1
T01172,C0547,Amex Crédito,1640000,2020-09-10,1
T01173,C0548,Visa Débito,0,2024-11-29,0
T01174,C0549,Visa Débito,0,2020-07-02,1
T01175,C0549,Amex Crédito,5870000,2022-08-20,1
T01176,C0549,Mastercard Crédito,4190000,2023-08-18,1
T01177,C0549,Visa Crédito,4080000,2023-05-22,1
T01178,C0550,Visa Débito,0,2022-08-29,1
T01179,C0550,Visa Crédito,380000,2024-10-01,1
T01180,C0551,Visa Débito,0,2024-11-27,0
T01181,C0551,Mastercard Crédito,420000,2024-11-23,0
T01182,C0551,Visa Crédito,450000,2024-11-23,0
T01183,C0552,Visa Débito,0,2024-10-11,0
T01184,C0553,Visa Débito,0,2024-03-25,1
T01185,C0554,Visa Débito,0,2024-09-22,1
T01186,C0554,Visa Crédito,560000,2023-11-04,1
T01187,C0555,Visa Débito,0,2024-11-24,0
T01188,C0555,Visa Crédito,150000,2024-11-25,0
T01189,C0556,Visa Débito,0,2023-03-16,1
T01190,C0556,Mastercard Crédito,1630000,2022-08-31,1
T01191,C0556,Amex Crédito,1830000,2023-04-27,1
T01192,C0556,Visa Crédito,2000000,2023-09-30,1
T01193,C0557,Visa Débito,0,2021-04-19,1
T01194,C0557,Mastercard Crédito,970000,2023-09-23,1
T01195,C0557,Visa Crédito,750000,2021-12-04,1
T01196,C0558,Visa Débito,0,2023-01-01,1
T01197,C0558,Mastercard Crédito,590000,2024-10-19,0
T01198,C0559,Visa Débito,0,2019-09-13,1
T01199,C0560,Visa Débito,0,2022-06-04,1
T01200,C0560,Visa Crédito,3490000,2024-01-04,1
T01201,C0560,Amex Crédito,2880000,2023-12-30,1
T01202,C0561,Visa Débito,0,2024-06-28,1
T01203,C0561,Amex Crédito,810000,2024-02-25,0
T01204,C0562,Visa Débito,0,2023-11-28,0
T01205,C0563,Visa Débito,0,2024-08-10,1
T01206,C0564,Visa Débito,0,2024-10-25,1
T01207,C0564,Mastercard Crédito,780000,2024-01-10,1
T01208,C0565,Visa Débito,0,2022-08-17,1
T01209,C0565,Visa Crédito,350000,2024-04-06,1
T01210,C0565,Mastercard Crédito,280000,2024-06-13,1
T01211,C0566,Visa Débito,0,2024-02-11,1
T01212,C0566,Visa Crédito,610000,2024-06-05,0
T01213,C0567,Visa Débito,0,2024-04-03,1
T01214,C0567,Mastercard Crédito,4810000,2024-11-07,1
T01215,C0567,Amex Crédito,12230000,2024-04-20,1
T01216,C0567,Visa Crédito,5420000,2020-01-22,1
T01217,C0568,Visa Débito,0,2013-11-15,0
T01218,C0568,Mastercard Crédito,6130000,2017-03-10,0
T01219,C0568,Visa Crédito,4860000,2016-03-28,1
T01220,C0569,Visa Débito,0,2019-09-08,1
T01221,C0570,Visa Débito,0,2024-06-20,1
T01222,C0570,Visa Crédito,190000,2024-04-27,1
T01223,C0571,Visa Débito,0,2024-09-07,1
T01224,C0571,Visa Crédito,110000,2024-08-16,1
T01225,C0572,Visa Débito,0,2017-07-16,1
T01226,C0572,Visa Crédito,470000,2022-10-14,1
T01227,C0573,Visa Débito,0,2024-01-25,0
T01228,C0574,Visa Débito,0,2021-05-25,1
T01229,C0574,Visa Crédito,510000,2021-04-14,1
T01230,C0575,Visa Débito,0,2024-11-03,1
T01231,C0577,Visa Débito,0,2021-07-27,1
T01232,C0578,Visa Débito,0,2024-09-12,0
T01233,C0579,Visa Débito,0,2024-04-05,0
T01234,C0579,Amex Crédito,3470000,2023-10-09,0
T01235,C0580,Visa Débito,0,2018-11-09,1
T01236,C0581,Visa Débito,0,2024-02-01,1
T01237,C0581,Visa Crédito,2360000,2024-07-03,1
T01238,C0581,Amex Crédito,2900000,2024-05-29,1
T01239,C0581,Mastercard Crédito,1540000,2024-01-17,1
T01240,C0582,Visa Débito,0,2020-04-03,1
T01241,C0583,Visa Débito,0,2023-05-02,0
T01242,C0583,Mastercard Crédito,150000,2023-07-09,0
T01243,C0584,Visa Débito,0,2023-07-10,0
T01244,C0584,Mastercard Crédito,1860000,2021-01-22,1
T01245,C0585,Visa Débito,0,2021-12-16,1
T01246,C0585,Visa Crédito,4830000,2019-02-09,1
T01247,C0585,Mastercard Crédito,4270000,2020-04-29,1
T01248,C0586,Visa Débito,0,2024-05-17,0
T01249,C0586,Mastercard Crédito,860000,2024-06-04,0
T01250,C0587,Visa Débito,0,2024-09-13,0
T01251,C0587,Visa Crédito,180000,2024-08-27,0
T01252,C0588,Visa Débito,0,2024-09-16,1
T01253,C0588,Mastercard Crédito,570000,2024-02-11,1
T01254,C0589,Visa Débito,0,2024-02-07,1
T01255,C0589,Visa Crédito,480000,2023-08-04,1
T01256,C0590,Visa Débito,0,2024-05-24,1
T01257,C0590,Visa Crédito,440000,2024-05-07,1
T01258,C0590,Mastercard Crédito,580000,2024-06-17,0
T01259,C0591,Visa Débito,0,2024-11-28,0
T01260,C0591,Mastercard Crédito,130000,2024-11-27,1
T01261,C0592,Visa Débito,0,2016-02-10,1
T01262,C0592,Amex Crédito,8840000,2012-08-20,1
T01263,C0593,Visa Débito,0,2024-03-25,1
T01264,C0594,Visa Débito,0,2017-06-15,1
T01265,C0594,Visa Crédito,15560000,2016-11-01,1
T01266,C0594,Amex Crédito,9010000,2020-06-07,1
T01267,C0595,Visa Débito,0,2024-05-08,1
T01268,C0596,Visa Débito,0,2024-10-27,1
T01269,C0596,Amex Crédito,3900000,2024-10-15,1
T01270,C0596,Mastercard Crédito,11670000,2024-11-13,1
T01271,C0597,Visa Débito,0,2024-06-30,1
T01272,C0598,Visa Débito,0,2014-10-18,1
T01273,C0598,Amex Crédito,5630000,2019-07-16,1
T01274,C0599,Visa Débito,0,2022-08-31,1
T01275,C0599,Amex Crédito,4110000,2022-03-02,1
T01276,C0599,Visa Crédito,3480000,2022-09-24,1
T01277,C0600,Visa Débito,0,2024-02-07,1
T01278,C0600,Mastercard Crédito,120000,2024-03-04,1
T01279,C0601,Visa Débito,0,2024-11-22,1
T01280,C0601,Mastercard Crédito,490000,2024-07-06,1
T01281,C0602,Visa Débito,0,2024-10-21,0
T01282,C0602,Mastercard Crédito,160000,2024-11-17,1
T01283,C0603,Visa Débito,0,2024-11-27,1
T01284,C0603,Mastercard Crédito,6000000,2024-11-24,1
T01285,C0603,Amex Crédito,7600000,2024-11-24,1
T01286,C0604,Visa Débito,0,2024-07-28,1
T01287,C0604,Mastercard Crédito,180000,2023-02-28,1
T01288,C0606,Visa Débito,0,2018-06-06,1
T01289,C0606,Mastercard Crédito,530000,2017-10-10,1
T01290,C0607,Visa Débito,0,2024-08-31,1
T01291,C0607,Visa Crédito,790000,2024-10-20,1
T01292,C0607,Mastercard Crédito,720000,2024-08-23,1
T01293,C0608,Visa Débito,0,2023-06-08,1
T01294,C0608,Mastercard Crédito,3270000,2022-12-23,1
T01295,C0609,Visa Débito,0,2023-12-11,1
T01296,C0609,Mastercard Crédito,270000,2022-10-22,1
T01297,C0609,Amex Crédito,390000,2024-11-05,1
T01298,C0610,Visa Débito,0,2024-10-26,1
T01299,C0611,Visa Débito,0,2024-10-29,1
T01300,C0611,Visa Crédito,7830000,2024-05-01,1
T01301,C0611,Amex Crédito,4870000,2023-10-30,1
T01302,C0612,Visa Débito,0,2004-02-18,1
T01303,C0612,Amex Crédito,5150000,2024-03-01,1
T01304,C0612,Visa Crédito,6210000,2024-07-12,1
T01305,C0612,Mastercard Crédito,4440000,2016-07-19,1
T01306,C0613,Visa Débito,0,2018-08-22,1
T01307,C0614,Visa Débito,0,2018-11-14,1
T01308,C0614,Amex Crédito,6110000,2020-11-24,1
T01309,C0615,Visa Débito,0,2013-11-23,1
T01310,C0615,Amex Crédito,3950000,2016-05-28,1
T01311,C0615,Visa Crédito,6000000,2021-05-14,1
T01312,C0616,Visa Débito,0,2021-07-29,0
T01313,C0616,Mastercard Crédito,1580000,2010-05-11,0
T01314,C0617,Visa Débito,0,2018-02-24,1
T01315,C0617,Mastercard Crédito,520000,2021-05-23,1
T01316,C0617,Visa Crédito,640000,2022-03-10,1
T01317,C0618,Visa Débito,0,2022-01-19,1
T01318,C0620,Visa Débito,0,2017-12-01,1
T01319,C0620,Amex Crédito,3440000,2018-08-02,1
T01320,C0620,Mastercard Crédito,10840000,2023-10-03,1
T01321,C0621,Visa Débito,0,2024-08-13,0
T01322,C0622,Visa Débito,0,2024-09-19,1
T01323,C0622,Visa Crédito,2840000,2024-10-07,1
T01324,C0623,Visa Débito,0,2020-10-23,1
T01325,C0624,Visa Débito,0,2024-11-24,1
T01326,C0625,Visa Débito,0,2020-11-28,1
T01327,C0625,Mastercard Crédito,3700000,2024-08-14,1
T01328,C0625,Amex Crédito,5460000,2022-01-26,1
T01329,C0626,Visa Débito,0,2024-04-23,1
T01330,C0626,Mastercard Crédito,4850000,2024-06-23,1
T01331,C0627,Visa Débito,0,2024-02-18,1
T01332,C0627,Mastercard Crédito,2470000,2023-04-09,1
T01333,C0627,Visa Crédito,3330000,2023-01-06,1
T01334,C0628,Visa Débito,0,2022-03-26,1
T01335,C0628,Mastercard Crédito,780000,2018-06-12,1
T01336,C0628,Visa Crédito,580000,2024-06-15,1
T01337,C0629,Visa Débito,0,2024-11-05,0
T01338,C0629,Mastercard Crédito,70000,2024-07-02,0
T01339,C0630,Visa Débito,0,2024-11-24,1
T01340,C0630,Visa Crédito,190000,2024-11-29,1
T01341,C0631,Visa Débito,0,2024-09-09,1
T01342,C0631,Visa Crédito,3950000,2024-05-25,1
T01343,C0631,Amex Crédito,4450000,2024-10-18,1
T01344,C0631,Mastercard Crédito,3850000,2024-07-26,1
T01345,C0632,Visa Débito,0,2021-02-22,1
T01346,C0632,Amex Crédito,210000,2023-10-06,1
T01347,C0633,Visa Débito,0,2022-02-01,1
T01348,C0633,Visa Crédito,960000,2017-03-25,1
T01349,C0633,Mastercard Crédito,610000,2013-05-30,1
T01350,C0634,Visa Débito,0,2016-04-10,1
T01351,C0634,Mastercard Crédito,630000,2019-11-25,1
T01352,C0634,Visa Crédito,360000,2015-04-03,1
T01353,C0635,Visa Débito,0,2024-11-20,1
T01354,C0636,Visa Débito,0,2024-11-26,1
T01355,C0636,Mastercard Crédito,910000,2024-11-29,1
T01356,C0636,Visa Crédito,850000,2024-11-26,1
T01357,C0637,Visa Débito,0,2024-03-03,0
T01358,C0637,Mastercard Crédito,120000,2023-12-16,0
T01359,C0638,Visa Débito,0,2024-02-19,1
T01360,C0638,Amex Crédito,3490000,2018-12-05,1
T01361,C0638,Mastercard Crédito,4080000,2015-09-25,1
T01362,C0639,Visa Débito,0,2015-01-06,1
T01363,C0639,Mastercard Crédito,360000,2015-06-10,1
T01364,C0639,Amex Crédito,460000,2023-05-15,1
T01365,C0640,Visa Débito,0,2024-10-30,1
T01366,C0641,Visa Débito,0,2024-10-05,1
T01367,C0642,Visa Débito,0,2022-10-02,1
T01368,C0642,Visa Crédito,1370000,2021-12-11,1
T01369,C0643,Visa Débito,0,2023-07-26,1
T01370,C0643,Visa Crédito,150000,2023-05-19,1
T01371,C0644,Visa Débito,0,2023-07-12,1
T01372,C0644,Amex Crédito,1960000,2023-03-20,1
T01373,C0644,Visa Crédito,2740000,2023-03-22,1
T01374,C0645,Visa Débito,0,2022-12-16,1
T01375,C0645,Amex Crédito,12730000,2023-07-02,1
T01376,C0645,Visa Crédito,6500000,2019-07-27,1
T01377,C0645,Mastercard Crédito,8430000,2014-01-15,1
T01378,C0646,Visa Débito,0,2024-06-11,1
T01379,C0646,Amex Crédito,440000,2024-01-22,1
T01380,C0647,Visa Débito,0,2022-07-05,1
T01381,C0647,Amex Crédito,1930000,2024-11-02,1
T01382,C0647,Visa Crédito,1890000,2023-12-04,1
T01383,C0648,Visa Débito,0,2022-09-04,1
T01384,C0648,Amex Crédito,330000,2023-05-19,1
T01385,C0649,Visa Débito,0,2022-07-09,1
T01386,C0649,Visa Crédito,2820000,2024-07-31,1
T01387,C0650,Visa Débito,0,2023-08-14,1
T01388,C0650,Amex Crédito,4460000,2022-12-20,1
T01389,C0650,Visa Crédito,9210000,2022-09-30,1
T01390,C0651,Visa Débito,0,2021-10-31,1
T01391,C0651,Visa Crédito,1530000,2021-12-06,1
T01392,C0651,Mastercard Crédito,950000,2022-06-07,1
T01393,C0652,Visa Débito,0,2024-07-10,1
T01394,C0652,Amex Crédito,7370000,2024-07-12,1
T01395,C0652,Mastercard Crédito,5500000,2024-11-24,1
T01396,C0653,Visa Débito,0,2022-09-28,1
T01397,C0653,Mastercard Crédito,1820000,2022-06-05,1
T01398,C0654,Visa Débito,0,2023-11-10,1
T01399,C0654,Mastercard Crédito,3410000,2024-05-24,1
T01400,C0654,Visa Crédito,2440000,2018-01-25,1
T01401,C0654,Amex Crédito,3000000,2022-05-06,1
T01402,C0655,Visa Débito,0,2020-08-07,0
T01403,C0655,Amex Crédito,6410000,2022-08-27,1
T01404,C0656,Visa Débito,0,2024-10-25,1
T01405,C0656,Mastercard Crédito,150000,2024-10-27,1
T01406,C0657,Visa Débito,0,2020-11-19,1
T01407,C0657,Amex Crédito,730000,2021-09-29,1
T01408,C0658,Visa Débito,0,2024-11-28,1
T01409,C0659,Visa Débito,0,2023-07-08,1
T01410,C0659,Amex Crédito,2170000,2018-04-18,1
T01411,C0660,Visa Débito,0,2024-06-16,1
T01412,C0660,Visa Crédito,210000,2024-07-30,1
T01413,C0661,Visa Débito,0,2024-09-12,1
T01414,C0661,Mastercard Crédito,5970000,2024-11-10,0
T01415,C0661,Amex Crédito,6250000,2024-07-06,1
T01416,C0662,Visa Débito,0,2024-02-20,1
T01417,C0662,Visa Crédito,700000,2024-06-23,1
T01418,C0663,Visa Débito,0,2024-06-16,1
T01419,C0663,Mastercard Crédito,330000,2024-04-08,1
T01420,C0663,Visa Crédito,690000,2023-03-01,1
T01421,C0664,Visa Débito,0,2024-07-05,1
T01422,C0665,Visa Débito,0,2022-04-24,1
T01423,C0665,Mastercard Crédito,810000,2024-04-12,1
T01424,C0666,Visa Débito,0,2023-02-04,1
T01425,C0666,Amex Crédito,1180000,2023-04-21,1
T01426,C0666,Visa Crédito,2470000,2023-03-21,1
T01427,C0667,Visa Débito,0,2020-09-19,1
T01428,C0667,Mastercard Crédito,3710000,2017-02-09,1
T01429,C0667,Visa Crédito,3460000,2021-03-12,1
T01430,C0668,Visa Débito,0,2021-11-25,1
T01431,C0668,Visa Crédito,360000,2023-03-03,1
T01432,C0669,Visa Débito,0,2021-05-22,1
T01433,C0669,Visa Crédito,6860000,2021-04-01,1
T01434,C0670,Visa Débito,0,2024-10-18,1
T01435,C0670,Mastercard Crédito,6550000,2024-07-01,1
T01436,C0670,Visa Crédito,4610000,2024-09-25,1
T01437,C0670,Amex Crédito,5120000,2024-09-30,1
T01438,C0671,Visa Débito,0,2023-03-07,0
T01439,C0671,Mastercard Crédito,1540000,2023-06-02,0
T01440,C0671,Visa Crédito,3820000,2022-02-08,0
T01441,C0672,Visa Débito,0,2024-06-07,0
T01442,C0673,Visa Débito,0,2023-07-14,1
T01443,C0674,Visa Débito,0,2022-06-10,0
T01444,C0675,Visa Débito,0,2023-06-21,1
T01445,C0676,Visa Débito,0,2014-06-19,1
T01446,C0676,Mastercard Crédito,1670000,2023-12-01,1
T01447,C0676,Visa Crédito,2000000,2022-03-05,1
T01448,C0678,Visa Débito,0,2024-08-25,1
T01449,C0678,Mastercard Crédito,180000,2024-11-06,1
T01450,C0679,Visa Débito,0,2022-09-21,0
T01451,C0679,Mastercard Crédito,1800000,2019-06-02,1
T01452,C0679,Amex Crédito,1750000,2020-07-10,0
T01453,C0680,Visa Débito,0,2024-02-14,1
T01454,C0681,Visa Débito,0,2013-11-16,1
T01455,C0681,Amex Crédito,5000000,2019-02-09,1
T01456,C0682,Visa Débito,0,2024-05-18,1
T01457,C0682,Mastercard Crédito,4790000,2018-08-16,1
T01458,C0682,Visa Crédito,3530000,2024-03-06,1
T01459,C0683,Visa Débito,0,2024-08-07,1
T01460,C0683,Mastercard Crédito,320000,2024-08-01,1
T01461,C0684,Visa Débito,0,2024-10-03,1
T01462,C0685,Visa Débito,0,2017-03-03,0
T01463,C0685,Mastercard Crédito,3730000,2022-08-31,0
T01464,C0685,Visa Crédito,2840000,2019-06-25,0
T01465,C0685,Amex Crédito,2550000,2014-05-12,0
T01466,C0686,Visa Débito,0,2024-11-25,1
T01467,C0686,Visa Crédito,90000,2024-11-29,0
T01468,C0687,Visa Débito,0,2024-06-14,1
T01469,C0687,Mastercard Crédito,4130000,2018-01-12,1
T01470,C0688,Visa Débito,0,2023-09-08,1
T01471,C0689,Visa Débito,0,2023-09-05,1
T01472,C0689,Mastercard Crédito,450000,2024-09-26,1
T01473,C0690,Visa Débito,0,2024-11-03,1
T01474,C0691,Visa Débito,0,2019-05-30,0
T01475,C0691,Amex Crédito,490000,2020-05-04,0
T01476,C0692,Visa Débito,0,2024-04-16,1
T01477,C0692,Mastercard Crédito,450000,2024-02-26,1
T01478,C0693,Visa Débito,0,2014-09-21,1
T01479,C0693,Visa Crédito,1270000,2017-11-23,1
T01480,C0693,Mastercard Crédito,1310000,2021-03-06,1
T01481,C0693,Amex Crédito,1320000,2023-04-01,1
T01482,C0694,Visa Débito,0,2023-05-09,1
T01483,C0694,Mastercard Crédito,440000,2023-11-08,1
T01484,C0694,Visa Crédito,400000,2024-02-13,1
T01485,C0695,Visa Débito,0,2024-11-29,0
T01486,C0695,Mastercard Crédito,550000,2024-11-25,0
T01487,C0695,Visa Crédito,470000,2024-11-29,0
T01488,C0696,Visa Débito,0,2023-12-23,0
T01489,C0697,Visa Débito,0,2021-05-19,0
T01490,C0697,Visa Crédito,1510000,2021-01-11,0
T01491,C0697,Amex Crédito,1820000,2020-07-26,0
T01492,C0698,Visa Débito,0,2024-11-05,1
T01493,C0699,Visa Débito,0,2021-01-27,1
T01494,C0700,Visa Débito,0,2024-11-29,1
T01495,C0700,Visa Crédito,420000,2024-05-05,1
T01496,C0700,Mastercard Crédito,700000,2024-02-10,1
T01497,C0701,Visa Débito,0,2020-12-04,0
T01498,C0701,Mastercard Crédito,4770000,2022-04-02,0
T01499,C0702,Visa Débito,0,2023-08-07,1
T01500,C0702,Mastercard Crédito,9230000,2023-10-03,1
T01501,C0702,Visa Crédito,5920000,2024-01-20,1
T01502,C0703,Visa Débito,0,2023-04-09,1
