cliente_id,nombre,edad,provincia,segmento,antiguedad_años,balance_ars,cant_productos,cliente_activo,churn
C0730,Cliente 730,24,CABA,Premium,1.2,1415750.0,2,1,0
C0731,Cliente 731,42,Buenos Aires,Retail,3.7,1224100.0,4,0,0
C0732,Cliente 732,62,CABA,Premium,2.3,26950.0,2,1,0
C0733,Cliente 733,21,Buenos Aires,Premium,6.0,74550.0,1,1,0
C0734,Cliente 734,53,Mendoza,Joven,7.7,74200.0,4,1,1
C0735,Cliente 735,23,Buenos Aires,Retail,3.1,33400.0,3,1,0
C0736,Cliente 736,48,Rosario,Retail,5.7,109000.0,5,0,0
C0737,Cliente 737,36,CABA,PyME,1.5,236600.0,2,1,0
C0738,Cliente 738,61,Mendoza,Retail,2.1,184300.0,1,0,0
C0739,Cliente 739,71,Córdoba,Premium,5.0,522900.0,3,1,0
C0740,Cliente 740,56,Santa Fe,Premium,2.0,2524200.0,5,0,0
C0741,Cliente 741,44,Santa Fe,PyME,3.6,5500.0,3,1,0
C0742,Cliente 742,27,CABA,Premium,0.8,1929900.0,5,0,0
C0743,Cliente 743,43,CABA,Premium,3.7,112700.0,4,1,0
C0744,Cliente 744,36,CABA,Retail,7.9,194400.0,3,1,1
C0745,Cliente 745,56,Córdoba,Retail,8.1,12800.0,3,1,0
C0746,Cliente 746,20,Buenos Aires,Retail,5.2,15300.0,3,0,0
C0747,Cliente 747,62,CABA,Retail,5.5,161600.0,4,1,0
C0748,Cliente 748,30,Córdoba,Premium,3.3,11550.0,1,1,0
C0749,Cliente 749,67,Córdoba,PyME,3.5,264100.0,5,0,0
C0750,Cliente 750,45,Santa Fe,Premium,0.6,1387050.0,3,1,1
C0751,Cliente 751,37,Córdoba,PyME,2.3,78200.0,4,1,0
C0752,Cliente 752,45,Rosario,Joven,2.4,74100.0,1,1,0
C0753,Cliente 753,25,Buenos Aires,PyME,12.7,17100.0,5,1,0
C0754,Cliente 754,58,CABA,Premium,2.3,576450.0,4,0,0
C0755,Cliente 755,56,CABA,Premium,3.2,353150.0,5,1,0
C0756,Cliente 756,18,CABA,Retail,3.0,15000.0,3,1,0
C0757,Cliente 757,20,Mendoza,Retail,4.1,33300.0,1,0,0
C0758,Cliente 758,30,Buenos Aires,Retail,5.5,47100.0,4,1,0
C0759,Cliente 759,45,Santa Fe,Joven,1.0,33200.0,1,1,0
C0760,Cliente 760,66,CABA,PyME,3.0,7800.0,3,1,0
C0761,Cliente 761,42,Córdoba,Retail,7.0,170800.0,1,1,0
C0762,Cliente 762,50,Córdoba,Retail,2.5,41600.0,1,1,0
C0763,Cliente 763,55,CABA,PyME,1.3,61300.0,2,0,0
C0764,Cliente 764,70,CABA,Retail,4.3,25100.0,1,1,0
C0765,Cliente 765,23,CABA,Retail,6.9,122100.0,5,1,0
C0766,Cliente 766,61,Buenos Aires,PyME,0.3,80700.0,4,1,0
C0767,Cliente 767,62,CABA,Retail,6.0,369200.0,2,1,0
C0768,Cliente 768,49,Buenos Aires,Retail,6.9,123100.0,4,0,0
C0769,Cliente 769,62,CABA,Premium,2.5,154700.0,4,0,0
C0770,Cliente 770,64,Córdoba,PyME,16.4,19700.0,3,1,0
C0771,Cliente 771,38,Córdoba,Premium,6.2,768250.0,3,1,0
C0772,Cliente 772,33,Córdoba,Retail,5.9,39200.0,2,1,1
C0773,Cliente 773,71,Buenos Aires,Retail,5.5,46300.0,3,1,0
C0774,Cliente 774,38,Córdoba,Retail,0.7,46300.0,3,1,0
C0775,Cliente 775,28,CABA,Premium,1.0,114800.0,3,1,0
C0776,Cliente 776,54,CABA,PyME,2.5,47500.0,4,1,0
C0777,Cliente 777,53,Mendoza,Retail,1.2,1076600.0,2,1,0
C0778,Cliente 778,52,Buenos Aires,PyME,2.1,12400.0,4,1,0
C0779,Cliente 779,36,Córdoba,Retail,8.8,17600.0,5,1,0
C0780,Cliente 780,37,Córdoba,Retail,7.0,477600.0,4,1,0
C0781,Cliente 781,35,CABA,Retail,4.0,34100.0,5,1,0
C0782,Cliente 782,64,Buenos Aires,Retail,7.8,30500.0,1,1,0
C0783,Cliente 783,58,Buenos Aires,Premium,6.1,989450.0,1,0,0
C0784,Cliente 784,66,Mendoza,Premium,2.2,24850.0,5,1,0
C0785,Cliente 785,31,CABA,Retail,0.9,205300.0,5,1,0
C0786,Cliente 786,32,CABA,Premium,2.9,224350.0,4,1,0
C0787,Cliente 787,48,CABA,Retail,5.3,120200.0,5,0,0
C0788,Cliente 788,18,Córdoba,PyME,2.3,116900.0,2,0,0
C0789,Cliente 789,70,Buenos Aires,Joven,4.4,23300.0,1,1,0
C0790,Cliente 790,71,CABA,Retail,0.4,289800.0,1,1,0
C0791,Cliente 791,71,Córdoba,Premium,5.5,91700.0,5,0,1
C0792,Cliente 792,20,Tucumán,Retail,6.7,110600.0,3,1,1
C0793,Cliente 793,33,Buenos Aires,Retail,4.9,383300.0,3,1,0
C0794,Cliente 794,40,CABA,Retail,13.7,473700.0,5,1,0
C0795,Cliente 795,28,CABA,PyME,7.0,40100.0,2,1,0
C0796,Cliente 796,29,Córdoba,Premium,9.3,419650.0,3,1,0
C0797,Cliente 797,27,CABA,Retail,10.8,34900.0,5,1,0
C0798,Cliente 798,49,CABA,PyME,6.5,2560500.0,2,1,0
C0799,Cliente 799,33,Santa Fe,Premium,4.5,675500.0,2,0,1
C0800,Cliente 800,25,Santa Fe,PyME,0.0,67900.0,4,1,0
C0801,Cliente 801,55,CABA,Premium,2.5,334950.0,2,0,0
C0802,Cliente 802,29,Mendoza,Premium,3.4,386050.0,3,1,0
C0803,Cliente 803,41,Córdoba,Retail,1.4,115300.0,3,1,1
C0804,Cliente 804,45,CABA,Retail,1.5,41800.0,5,1,0
C0805,Cliente 805,70,Buenos Aires,Joven,13.0,33100.0,5,0,0
C0806,Cliente 806,25,Rosario,Retail,8.9,47700.0,2,1,0
C0807,Cliente 807,45,Buenos Aires,Joven,7.6,10800.0,1,1,0
C0808,Cliente 808,53,Buenos Aires,Premium,2.1,615650.0,4,0,0
C0809,Cliente 809,43,Buenos Aires,Retail,0.1,18000.0,1,1,1
C0810,Cliente 810,25,Córdoba,Retail,0.3,12200.0,2,0,0
C0811,Cliente 811,67,Buenos Aires,Retail,1.5,58600.0,2,1,0
C0812,Cliente 812,45,Buenos Aires,Joven,0.1,49300.0,1,0,0
C0813,Cliente 813,45,Buenos Aires,Retail,0.1,87100.0,4,1,0
C0814,Cliente 814,54,Buenos Aires,Retail,9.9,25500.0,1,1,0
C0815,Cliente 815,58,Córdoba,Retail,4.9,33200.0,5,1,1
C0816,Cliente 816,53,Córdoba,Retail,1.5,169100.0,3,1,0
C0817,Cliente 817,44,CABA,Retail,0.6,154300.0,5,1,0
C0818,Cliente 818,71,CABA,Retail,2.9,145000.0,3,1,0
C0819,Cliente 819,34,Córdoba,PyME,0.0,63000.0,2,1,0
C0820,Cliente 820,26,Buenos Aires,Retail,11.1,77100.0,4,1,0
C0821,Cliente 821,50,CABA,Retail,2.1,84600.0,1,1,0
C0822,Cliente 822,70,Rosario,Retail,2.1,22400.0,4,1,0
C0823,Cliente 823,37,Córdoba,Retail,2.0,546400.0,1,0,0
C0824,Cliente 824,30,Buenos Aires,Joven,0.3,441300.0,5,1,1
C0825,Cliente 825,45,CABA,Premium,4.1,689850.0,5,1,0
C0826,Cliente 826,65,CABA,Retail,5.3,31600.0,1,1,0
C0827,Cliente 827,46,CABA,Premium,4.5,470400.0,4,1,0
C0828,Cliente 828,30,Buenos Aires,Retail,0.6,259800.0,1,1,0
C0829,Cliente 829,63,Buenos Aires,Retail,3.5,9600.0,2,1,0
C0830,Cliente 830,52,Buenos Aires,Joven,3.4,760500.0,5,1,0
C0831,Cliente 831,23,Tucumán,PyME,8.1,4400.0,2,0,1
C0832,Cliente 832,35,Santa Fe,Joven,1.9,172300.0,5,1,0
C0833,Cliente 833,68,Buenos Aires,Retail,1.9,529600.0,5,1,0
C0834,Cliente 834,22,Buenos Aires,Premium,3.9,176750.0,3,1,1
C0835,Cliente 835,64,Santa Fe,Retail,4.0,47800.0,2,1,0
C0836,Cliente 836,42,Buenos Aires,Retail,2.5,163000.0,2,0,0
C0837,Cliente 837,19,Buenos Aires,PyME,2.3,963000.0,3,1,0
C0838,Cliente 838,27,Rosario,Retail,2.7,39300.0,4,1,1
C0839,Cliente 839,47,Buenos Aires,PyME,7.9,18600.0,2,1,0
C0840,Cliente 840,67,Córdoba,PyME,2.5,31700.0,1,1,0
C0841,Cliente 841,62,Rosario,Retail,11.2,5800.0,3,1,0
C0842,Cliente 842,22,CABA,Premium,2.8,805700.0,2,0,1
C0843,Cliente 843,50,Buenos Aires,Premium,11.9,96950.0,4,1,0
C0844,Cliente 844,71,Buenos Aires,Retail,7.2,43800.0,2,0,0
C0845,Cliente 845,18,Mendoza,PyME,1.8,234300.0,5,0,0
C0846,Cliente 846,35,Mendoza,Premium,8.0,119000.0,1,1,1
C0847,Cliente 847,49,Santa Fe,Retail,0.5,187000.0,3,1,1
C0848,Cliente 848,64,Buenos Aires,Premium,10.4,44100.0,5,0,1
C0849,Cliente 849,66,Santa Fe,Joven,4.0,252200.0,4,0,0
C0850,Cliente 850,28,Tucumán,Retail,0.2,100000.0,5,0,0
C0851,Cliente 851,38,Córdoba,PyME,4.1,52400.0,5,1,0
C0852,Cliente 852,43,Tucumán,Retail,14.6,72900.0,4,1,1
C0853,Cliente 853,42,Mendoza,PyME,0.3,8700.0,5,0,0
C0854,Cliente 854,39,Córdoba,PyME,3.2,70400.0,3,1,0
C0855,Cliente 855,44,Córdoba,Retail,5.5,48400.0,2,0,0
C0856,Cliente 856,66,CABA,Retail,6.6,9100.0,5,1,0
C0857,Cliente 857,30,Buenos Aires,PyME,2.1,21900.0,3,1,0
C0858,Cliente 858,50,Córdoba,Retail,0.9,49300.0,2,1,0
C0859,Cliente 859,51,CABA,PyME,0.2,24100.0,2,0,0
C0860,Cliente 860,58,Mendoza,Retail,3.5,1600.0,5,1,0
C0861,Cliente 861,52,Rosario,PyME,2.4,300900.0,3,1,0
C0862,Cliente 862,18,Santa Fe,PyME,11.9,48400.0,5,0,0
C0863,Cliente 863,38,Buenos Aires,Joven,0.3,2000.0,4,1,0
C0864,Cliente 864,65,Buenos Aires,Retail,4.6,1472500.0,2,0,0
C0865,Cliente 865,23,Buenos Aires,Premium,0.1,1348900.0,5,1,0
C0866,Cliente 866,45,Córdoba,Premium,0.8,124250.0,2,0,0
C0867,Cliente 867,34,Santa Fe,Retail,2.4,16900.0,3,1,0
C0868,Cliente 868,22,Tucumán,Retail,2.4,109600.0,1,0,0
C0869,Cliente 869,48,CABA,Retail,4.6,81100.0,5,0,0
C0870,Cliente 870,22,Tucumán,PyME,9.6,135000.0,5,1,0
C0871,Cliente 871,55,Mendoza,Premium,4.1,59500.0,2,1,1
C0872,Cliente 872,20,CABA,Retail,12.3,310700.0,3,1,0
C0873,Cliente 873,70,Mendoza,Premium,8.5,102900.0,4,1,0
C0874,Cliente 874,40,CABA,Retail,3.5,166200.0,3,0,0
C0875,Cliente 875,54,Buenos Aires,Retail,7.2,18100.0,5,1,0
C0876,Cliente 876,70,Córdoba,Joven,4.1,3179400.0,4,1,0
C0877,Cliente 877,54,CABA,Joven,0.3,170000.0,3,1,0
C0878,Cliente 878,27,Córdoba,Premium,5.4,15856750.0,1,0,0
C0879,Cliente 879,27,Córdoba,Retail,0.4,207200.0,2,0,0
C0880,Cliente 880,36,Córdoba,PyME,3.6,25800.0,3,1,1
C0881,Cliente 881,34,CABA,Retail,4.9,207700.0,3,1,0
C0882,Cliente 882,38,CABA,Retail,0.3,231200.0,1,1,0
C0883,Cliente 883,31,Córdoba,Retail,1.0,104800.0,5,1,0
C0884,Cliente 884,26,CABA,Premium,9.9,539350.0,2,1,0
C0885,Cliente 885,63,CABA,Premium,3.8,656950.0,3,1,1
C0886,Cliente 886,18,Buenos Aires,Retail,1.1,13500.0,4,1,0
C0887,Cliente 887,68,Córdoba,Premium,4.7,42350.0,3,1,1
C0888,Cliente 888,62,Buenos Aires,Joven,3.6,18200.0,2,1,0
C0889,Cliente 889,30,Córdoba,Retail,2.8,72500.0,3,1,0
C0890,Cliente 890,21,Santa Fe,PyME,15.0,42800.0,1,1,0
C0891,Cliente 891,18,CABA,PyME,4.6,13900.0,3,1,0
C0892,Cliente 892,66,CABA,Retail,1.9,191600.0,3,1,0
C0893,Cliente 893,57,Rosario,Retail,6.4,91500.0,4,1,0
C0894,Cliente 894,49,Mendoza,Premium,8.6,269850.0,1,1,0
C0895,Cliente 895,51,Tucumán,Premium,0.5,142450.0,1,1,0
C0896,Cliente 896,45,Santa Fe,PyME,0.9,34000.0,3,0,0
C0897,Cliente 897,48,Buenos Aires,Retail,1.0,16900.0,4,1,0
C0898,Cliente 898,25,Buenos Aires,Joven,4.7,242900.0,3,1,0
C0899,Cliente 899,56,CABA,Retail,3.7,20800.0,3,1,0
C0900,Cliente 900,43,Buenos Aires,Retail,3.9,82000.0,2,1,0
C0901,Cliente 901,51,CABA,Premium,11.3,2535050.0,2,1,0
C0902,Cliente 902,71,CABA,Retail,6.0,36400.0,4,1,1
C0903,Cliente 903,71,CABA,Retail,0.5,253000.0,5,1,1
C0904,Cliente 904,20,Santa Fe,Retail,1.7,140500.0,2,1,0
C0905,Cliente 905,67,Santa Fe,Retail,2.3,95500.0,5,1,1
C0906,Cliente 906,29,CABA,Retail,2.0,114200.0,1,1,0
C0907,Cliente 907,18,Mendoza,Joven,4.4,51900.0,2,1,0
C0908,Cliente 908,71,CABA,Retail,8.9,63100.0,2,1,0
C0909,Cliente 909,61,Mendoza,PyME,1.5,26300.0,4,1,0
C0910,Cliente 910,22,Buenos Aires,PyME,3.2,63700.0,5,0,0
C0911,Cliente 911,47,Rosario,Joven,6.2,24900.0,2,1,0
C0912,Cliente 912,47,Córdoba,Retail,2.2,270600.0,2,1,0
C0913,Cliente 913,34,CABA,PyME,0.7,4700.0,4,0,0
C0914,Cliente 914,65,Buenos Aires,Premium,2.6,431200.0,4,1,0
C0915,Cliente 915,64,CABA,Premium,0.2,347200.0,5,1,1
C0916,Cliente 916,40,Buenos Aires,Premium,11.4,303100.0,1,1,0
C0917,Cliente 917,32,Buenos Aires,PyME,0.3,278400.0,1,0,0
C0918,Cliente 918,54,Córdoba,Retail,2.3,39000.0,3,0,0
C0919,Cliente 919,38,CABA,PyME,3.0,87800.0,2,1,0
C0920,Cliente 920,31,Córdoba,Premium,16.9,16100.0,5,1,0
C0921,Cliente 921,19,Tucumán,PyME,0.7,32100.0,2,1,0
C0922,Cliente 922,28,CABA,Joven,0.5,216100.0,5,1,0
C0923,Cliente 923,68,Córdoba,Retail,0.0,8000.0,5,1,0
C0924,Cliente 924,56,Buenos Aires,Joven,0.7,76100.0,5,1,0
C0925,Cliente 925,55,Santa Fe,Retail,0.9,21700.0,2,1,0
C0926,Cliente 926,51,CABA,Retail,4.0,50700.0,4,0,0
C0927,Cliente 927,55,Rosario,Retail,1.0,23700.0,2,1,0
C0928,Cliente 928,67,Mendoza,Retail,0.1,9200.0,5,1,1
C0929,Cliente 929,51,CABA,Premium,7.0,373800.0,3,1,0
C0930,Cliente 930,35,Buenos Aires,Retail,1.8,55600.0,1,0,1
C0931,Cliente 931,47,Mendoza,Retail,1.7,150100.0,5,1,0
C0932,Cliente 932,32,Santa Fe,Joven,1.4,197100.0,3,1,1
C0933,Cliente 933,44,Buenos Aires,PyME,14.8,376200.0,4,1,0
C0934,Cliente 934,68,Buenos Aires,PyME,0.7,73100.0,5,1,0
C0935,Cliente 935,51,Santa Fe,PyME,9.1,401500.0,3,0,1
C0936,Cliente 936,69,Buenos Aires,PyME,6.0,13900.0,5,1,0
C0937,Cliente 937,55,Tucumán,Retail,0.3,234100.0,2,1,0
C0938,Cliente 938,50,CABA,Retail,17.3,119300.0,3,1,0
C0939,Cliente 939,41,Buenos Aires,PyME,1.3,84900.0,2,1,0
C0940,Cliente 940,32,Santa Fe,Retail,0.4,116700.0,2,0,1
C0941,Cliente 941,47,CABA,Premium,7.1,49700.0,3,1,0
C0942,Cliente 942,59,CABA,Retail,4.9,9900.0,1,1,0
C0943,Cliente 943,68,Buenos Aires,Retail,3.8,778200.0,3,1,0
C0944,Cliente 944,34,Buenos Aires,Premium,0.7,162750.0,1,1,0
C0945,Cliente 945,22,Córdoba,Premium,2.6,159250.0,5,0,0
C0946,Cliente 946,46,CABA,Premium,6.1,40250.0,5,1,0
C0947,Cliente 947,21,Córdoba,Premium,1.4,22750.0,3,0,0
C0948,Cliente 948,27,Santa Fe,Retail,1.5,52400.0,5,1,0
C0949,Cliente 949,34,Córdoba,Retail,0.0,35900.0,4,1,1
C0950,Cliente 950,27,Buenos Aires,PyME,0.8,60000.0,2,1,0
C0951,Cliente 951,34,CABA,Premium,8.3,238700.0,2,1,0
C0952,Cliente 952,37,Tucumán,Retail,2.3,2506000.0,1,1,0
C0953,Cliente 953,41,Santa Fe,PyME,16.6,36000.0,5,1,0
C0954,Cliente 954,22,Córdoba,Retail,2.0,640400.0,1,1,0
C0955,Cliente 955,51,Buenos Aires,Retail,5.0,702900.0,2,1,1
C0956,Cliente 956,23,CABA,Retail,1.3,185400.0,2,1,0
C0957,Cliente 957,70,Santa Fe,PyME,1.8,42100.0,5,1,1
C0958,Cliente 958,19,Mendoza,Premium,0.8,27300.0,4,1,0
C0959,Cliente 959,30,Córdoba,Retail,1.7,122600.0,4,1,0
C0960,Cliente 960,60,Santa Fe,PyME,3.2,276000.0,5,1,0
C0961,Cliente 961,60,Santa Fe,Retail,19.2,823700.0,5,0,0
C0962,Cliente 962,65,Buenos Aires,Retail,4.4,14400.0,1,1,0
C0963,Cliente 963,28,CABA,Retail,0.9,41600.0,5,0,1
C0964,Cliente 964,68,Buenos Aires,Retail,0.2,14500.0,4,1,0
C0965,Cliente 965,64,Buenos Aires,Retail,0.5,23200.0,5,1,1
C0966,Cliente 966,40,Mendoza,Premium,3.3,567700.0,1,1,0
C0967,Cliente 967,33,CABA,PyME,5.8,21600.0,1,1,0
C0968,Cliente 968,48,CABA,Premium,11.3,60900.0,1,1,0
C0969,Cliente 969,28,Buenos Aires,Retail,0.1,197900.0,1,1,0
C0970,Cliente 970,71,CABA,Retail,3.0,117700.0,3,1,1
C0971,Cliente 971,33,Buenos Aires,Retail,2.5,101200.0,5,1,0
C0972,Cliente 972,25,Buenos Aires,Retail,4.3,22500.0,2,1,0
C0973,Cliente 973,21,Córdoba,PyME,3.3,416500.0,5,0,0
C0974,Cliente 974,57,Buenos Aires,Retail,4.6,61200.0,3,1,0
C0975,Cliente 975,21,Córdoba,PyME,4.3,2127100.0,1,1,0
C0976,Cliente 976,42,Buenos Aires,PyME,0.5,76200.0,3,1,0
C0977,Cliente 977,20,Buenos Aires,Retail,6.4,1800.0,4,1,0
C0978,Cliente 978,49,Buenos Aires,PyME,0.5,1700.0,4,0,0
C0979,Cliente 979,20,Córdoba,Premium,4.8,534450.0,5,1,0
C0980,Cliente 980,44,Córdoba,Premium,2.2,1473850.0,5,0,0
C0981,Cliente 981,46,CABA,Premium,2.9,64750.0,2,1,0
C0982,Cliente 982,49,CABA,Retail,9.3,1399300.0,2,1,0
C0983,Cliente 983,67,Santa Fe,Retail,8.8,725400.0,4,0,0
C0984,Cliente 984,68,Buenos Aires,Retail,6.8,82100.0,1,0,0
C0985,Cliente 985,36,CABA,Retail,2.9,134500.0,3,1,0
C0986,Cliente 986,38,Santa Fe,Premium,5.3,801850.0,2,0,0
C0987,Cliente 987,22,Córdoba,Retail,2.9,1019700.0,2,1,0
C0988,Cliente 988,35,CABA,Joven,8.1,166600.0,1,0,0
C0989,Cliente 989,45,Tucumán,PyME,2.1,79400.0,1,1,0
C0990,Cliente 990,59,Santa Fe,Retail,14.1,164100.0,5,1,0
C0991,Cliente 991,39,Buenos Aires,Retail,10.8,134100.0,3,1,0
C0992,Cliente 992,38,Córdoba,PyME,5.4,239600.0,1,1,0
C0993,Cliente 993,23,Córdoba,PyME,1.3,5700.0,2,1,0
C0994,Cliente 994,18,CABA,PyME,0.6,96200.0,2,1,0
C0995,Cliente 995,22,CABA,Retail,7.7,119500.0,4,1,0
C0996,Cliente 996,58,CABA,Retail,0.7,53700.0,1,1,0
C0997,Cliente 997,29,Córdoba,Retail,7.7,194100.0,5,1,0
C0998,Cliente 998,43,CABA,Retail,2.7,1068500.0,3,1,0
C0999,Cliente 999,63,Mendoza,PyME,2.1,73700.0,5,1,0
C1000,Cliente 1000,51,Córdoba,PyME,9.3,169000.0,2,1,0
